Strategy,TrackScope,K,Races,Wagered,Returned,Profit,ROI%,Hits,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears,Gap,FavMin,FS,Cond,Card
K1W8_BEL_FS10-11_Gap0.15_Fav0.40_all_midlate,BEL,8,115,24150,30016.95,5866.95,24.29,48,41.74,625.35,-7.76,197.01,97,18,6/13,0.15,0.4,10-11,all,midlate
K1W8_BEL_FS10-11_Gap0.10_Fav0.40_all_midlate,BEL,8,116,24360,30092.45,5732.45,23.53,49,42.24,614.13,-8.33,197.01,98,18,6/13,0.1,0.4,10-11,all,midlate
K1W8_BEL_FS10-11_Gap0.12_Fav0.40_all_midlate,BEL,8,116,24360,30092.45,5732.45,23.53,49,42.24,614.13,-8.33,197.01,98,18,6/13,0.12,0.4,10-11,all,midlate
K1W7_BEL_FS10-13_Gap0.18_Fav0.35_fast_late,BEL,7,114,13680,22005.95,8325.95,60.86,42,36.84,523.95,33.9,195.67,95,19,8/13,0.18,0.35,10-13,fast,late
K1W7_BEL_FS10-12_Gap0.15_Fav0.35_fast_late,BEL,7,128,15360,20022.45,4662.45,30.35,41,32.03,488.35,1.54,195.67,109,19,8/13,0.15,0.35,10-12,fast,late
K1W7_BEL_FS10-12_Gap0.12_Fav0.35_fast_late,BEL,7,131,15720,20022.45,4302.45,27.37,41,31.3,488.35,-1.18,195.67,112,19,8/13,0.12,0.35,10-12,fast,late
K1W7_BEL_FS10-11_Gap0.15_Fav0.35_all_late,BEL,7,111,13320,15779.0,2459.0,18.46,36,32.43,438.31,-17.66,193.36,92,19,7/13,0.15,0.35,10-11,all,late
K1W7_BEL_FS10-11_Gap0.12_Fav0.35_all_late,BEL,7,114,13680,15779.0,2099.0,15.34,36,31.58,438.31,-20.26,193.36,95,19,7/13,0.12,0.35,10-11,all,late
K1W7_BEL_FS10-11_Gap0.18_Fav0.40_all_midlate,BEL,7,114,13680,15682.25,2002.25,14.64,38,33.33,412.69,-17.9,188.19,96,18,5/13,0.18,0.4,10-11,all,midlate
K1W7_BEL_FS10-11_Gap0.15_Fav0.40_all_midlate,BEL,7,115,13800,15682.25,1882.25,13.64,38,33.04,412.69,-18.75,188.19,97,18,5/13,0.15,0.4,10-11,all,midlate
K1W7_BEL_FS10-11_Gap0.10_Fav0.40_all_midlate,BEL,7,116,13920,15757.75,1837.75,13.2,39,33.62,404.04,-18.94,188.19,98,18,5/13,0.1,0.4,10-11,all,midlate
K1W7_BEL_FS10-11_Gap0.12_Fav0.40_all_midlate,BEL,7,116,13920,15757.75,1837.75,13.2,39,33.62,404.04,-18.94,188.19,98,18,5/13,0.12,0.4,10-11,all,midlate
K1W7_BEL_FS10-12_Gap0.18_Fav0.35_all_late,BEL,7,144,17280,23383.95,6103.95,35.32,47,32.64,497.53,2.04,186.38,118,26,8/13,0.18,0.35,10-12,all,late
K1W7_BEL_FS10-13_Gap0.20_Fav0.40_fast_midlate,BEL,7,120,14400,25149.5,10749.5,74.65,42,35.0,598.8,55.01,185.91,102,18,8/13,0.2,0.4,10-13,fast,midlate
K1W7_BEL_FS10-13_Gap0.18_Fav0.40_fast_midlate,BEL,7,121,14520,25149.5,10629.5,73.21,42,34.71,598.8,53.51,185.91,103,18,8/13,0.18,0.4,10-13,fast,midlate
K1W7_BEL_FS10-13_Gap0.15_Fav0.40_fast_midlate,BEL,7,122,14640,25149.5,10509.5,71.79,42,34.43,598.8,52.03,185.91,104,18,8/13,0.15,0.4,10-13,fast,midlate
K1W7_BEL_FS10-13_Gap0.10_Fav0.40_fast_midlate,BEL,7,123,14760,25225.0,10465.0,70.9,43,34.96,586.63,51.18,185.91,105,18,8/13,0.1,0.4,10-13,fast,midlate
K1W7_BEL_FS10-13_Gap0.12_Fav0.40_fast_midlate,BEL,7,123,14760,25225.0,10465.0,70.9,43,34.96,586.63,51.18,185.91,105,18,8/13,0.12,0.4,10-13,fast,midlate
K1W7_BEL_FS10-13_Gap0.20_Fav0.00_fast_late,BEL,7,108,12960,18956.75,5996.75,46.27,37,34.26,512.34,18.36,185.82,90,18,8/13,0.2,0.0,10-13,fast,late
K1W8_BEL_FS10-12_Gap0.20_Fav0.40_all_late,BEL,8,84,17640,19509.25,1869.25,10.6,37,44.05,527.28,-12.54,181.8,74,10,8/13,0.2,0.4,10-12,all,late
K1W8_BEL_FS10-12_Gap0.18_Fav0.40_all_late,BEL,8,85,17850,19509.25,1659.25,9.3,37,43.53,527.28,-13.7,181.8,75,10,8/13,0.18,0.4,10-12,all,late
K1W8_BEL_FS10-12_Gap0.10_Fav0.40_all_late,BEL,8,86,18060,19509.25,1449.25,8.02,37,43.02,527.28,-14.84,181.8,76,10,8/13,0.1,0.4,10-12,all,late
K1W8_BEL_FS10-12_Gap0.12_Fav0.40_all_late,BEL,8,86,18060,19509.25,1449.25,8.02,37,43.02,527.28,-14.84,181.8,76,10,8/13,0.12,0.4,10-12,all,late
K1W8_BEL_FS10-12_Gap0.15_Fav0.40_all_late,BEL,8,86,18060,19509.25,1449.25,8.02,37,43.02,527.28,-14.84,181.8,76,10,8/13,0.15,0.4,10-12,all,late
K1W7_BEL_FS10-11_Gap0.18_Fav0.40_fast_all,BEL,7,110,13200,15151.8,1951.8,14.79,39,35.45,388.51,-19.96,181.21,91,19,6/13,0.18,0.4,10-11,fast,all
K1W7_BEL_FS10-11_Gap0.20_Fav0.40_fast_all,BEL,7,110,13200,15151.8,1951.8,14.79,39,35.45,388.51,-19.96,181.21,91,19,6/13,0.2,0.4,10-11,fast,all
K1W7_BEL_FS10-11_Gap0.15_Fav0.40_fast_all,BEL,7,112,13440,15329.55,1889.55,14.06,40,35.71,383.24,-20.09,181.21,93,19,6/13,0.15,0.4,10-11,fast,all
K1W7_BEL_FS10-11_Gap0.10_Fav0.40_fast_all,BEL,7,113,13560,15405.05,1845.05,13.61,41,36.28,375.73,-20.27,181.21,94,19,6/13,0.1,0.4,10-11,fast,all
K1W7_BEL_FS10-11_Gap0.12_Fav0.40_fast_all,BEL,7,113,13560,15405.05,1845.05,13.61,41,36.28,375.73,-20.27,181.21,94,19,6/13,0.12,0.4,10-11,fast,all
K1W7_BEL_FS10-13_Gap0.15_Fav0.35_fast_late,BEL,7,130,15600,22005.95,6405.95,41.06,42,32.31,523.95,15.64,180.88,110,20,8/13,0.15,0.35,10-13,fast,late
K1W7_BEL_FS10-13_Gap0.12_Fav0.35_fast_late,BEL,7,133,15960,22005.95,6045.95,37.88,42,31.58,523.95,12.57,180.88,113,20,8/13,0.12,0.35,10-13,fast,late
K1W7_BEL_FS10-12_Gap0.10_Fav0.35_fast_late,BEL,7,133,15960,20178.45,4218.45,26.43,42,31.58,480.44,-0.91,180.88,113,20,8/13,0.1,0.35,10-12,fast,late
K1W7_BEL_FS10-11_Gap0.10_Fav0.35_all_late,BEL,7,116,13920,15935.0,2015.0,14.48,37,31.9,430.68,-19.74,178.7,96,20,7/13,0.1,0.35,10-11,all,late
K1W7_BEL_FS10-13_Gap0.18_Fav0.35_all_late,BEL,7,146,17520,25367.45,7847.45,44.79,48,32.88,528.49,15.07,175.78,119,27,8/13,0.18,0.35,10-13,all,late
K1W9_BEL_FS10-11_Gap0.10_Fav0.00_wet_midlate,BEL,9,110,36960,39165.45,2205.45,5.97,35,31.82,1119.01,-20.76,175.24,95,15,5/12,0.1,0.0,10-11,wet,midlate
K1W7_BEL_FS10-12_Gap0.15_Fav0.35_all_late,BEL,7,162,19440,23517.45,4077.45,20.97,48,29.63,489.95,-10.14,169.9,134,28,8/13,0.15,0.35,10-12,all,late
K1W7_BEL_FS10-12_Gap0.12_Fav0.35_all_late,BEL,7,166,19920,23517.45,3597.45,18.06,48,28.92,489.95,-12.75,169.9,138,28,8/13,0.12,0.35,10-12,all,late
K1W7_BEL_FS10-12_Gap0.18_Fav0.00_fast_late,BEL,7,134,16080,21974.45,5894.45,36.66,44,32.84,499.42,10.51,169.76,112,22,8/13,0.18,0.0,10-12,fast,late
K1W7_BEL_FS10-13_Gap0.10_Fav0.35_fast_late,BEL,7,135,16200,22161.95,5961.95,36.8,43,31.85,515.39,12.72,167.51,114,21,8/13,0.1,0.35,10-13,fast,late
K1W7_BEL_FS10-12_Gap0.20_Fav0.35_all_late,BEL,7,124,14880,18336.25,3456.25,23.23,40,32.26,458.41,-4.11,165.38,104,20,7/13,0.2,0.35,10-12,all,late
K1W7_BEL_FS10-12_Gap0.18_Fav0.00_all_late,BEL,7,173,20760,27248.45,6488.45,31.25,52,30.06,524.01,2.1,164.8,142,31,8/13,0.18,0.0,10-12,all,late
K1W8_BEL_FS10-12_Gap0.18_Fav0.40_all_midlate,BEL,8,150,31500,44573.4,13073.4,41.5,63,42.0,707.51,21.46,164.62,129,21,8/13,0.18,0.4,10-12,all,midlate
K1W8_BEL_FS10-12_Gap0.15_Fav0.40_all_midlate,BEL,8,151,31710,44573.4,12863.4,40.57,63,41.72,707.51,20.53,164.62,130,21,8/13,0.15,0.4,10-12,all,midlate
K1W8_BEL_FS10-12_Gap0.10_Fav0.40_all_midlate,BEL,8,152,31920,44648.9,12728.9,39.88,64,42.11,697.64,19.88,164.62,131,21,8/13,0.1,0.4,10-12,all,midlate
K1W8_BEL_FS10-12_Gap0.12_Fav0.40_all_midlate,BEL,8,152,31920,44648.9,12728.9,39.88,64,42.11,697.64,19.88,164.62,131,21,8/13,0.12,0.4,10-12,all,midlate
K1W9_BEL_FS9-11_Gap0.15_Fav0.00_wet_midlate,BEL,9,121,40656,49744.85,9088.85,22.36,49,40.5,1015.2,-1.81,160.64,103,18,9/13,0.15,0.0,9-11,wet,midlate
K1W7_BEL_FS10-13_Gap0.15_Fav0.35_all_late,BEL,7,164,19680,25500.95,5820.95,29.58,49,29.88,520.43,1.43,160.59,135,29,8/13,0.15,0.35,10-13,all,late
K1W7_BEL_FS10-13_Gap0.12_Fav0.35_all_late,BEL,7,168,20160,25500.95,5340.95,26.49,49,29.17,520.43,-1.49,160.59,139,29,8/13,0.12,0.35,10-13,all,late
K1W7_BEL_FS10-12_Gap0.10_Fav0.35_all_late,BEL,7,168,20160,23673.45,3513.45,17.43,49,29.17,483.13,-12.44,160.59,139,29,8/13,0.1,0.35,10-12,all,late
K1W7_BEL_FS10-12_Gap0.20_Fav0.40_all_midlate,BEL,7,148,17760,27113.2,9353.2,52.66,50,33.78,542.26,35.99,159.37,128,20,8/13,0.2,0.4,10-12,all,midlate
K1W7_BEL_FS10-11_Gap0.20_Fav0.35_fast_midlate,BEL,7,117,14040,17549.95,3509.95,25.0,41,35.04,428.05,-4.21,158.54,96,21,7/13,0.2,0.35,10-11,fast,midlate
K1W7_BEL_FS10-13_Gap0.18_Fav0.00_fast_late,BEL,7,137,16440,23957.95,7517.95,45.73,45,32.85,532.4,23.07,158.03,114,23,8/13,0.18,0.0,10-13,fast,late
K1W9_BEL_FS10-12_Gap0.15_Fav0.00_wet_midlate,BEL,9,88,29568,34831.7,5263.7,17.8,32,36.36,1088.49,-17.98,156.95,70,18,7/13,0.15,0.0,10-12,wet,midlate
K1W9_BEL_FS10-13_Gap0.15_Fav0.00_wet_midlate,BEL,9,88,29568,34831.7,5263.7,17.8,32,36.36,1088.49,-17.98,156.95,70,18,7/13,0.15,0.0,10-13,wet,midlate
K1W7_BEL_FS10-13_Gap0.18_Fav0.00_all_late,BEL,7,176,21120,29231.95,8111.95,38.41,53,30.11,551.55,12.16,156.53,144,32,8/13,0.18,0.0,10-13,all,late
K1W8_BEL_FS10-13_Gap0.20_Fav0.40_all_late,BEL,8,85,17850,19509.25,1659.25,9.3,37,43.53,527.28,-12.54,156.18,74,11,7/13,0.2,0.4,10-13,all,late
K1W8_BEL_FS10-13_Gap0.18_Fav0.40_all_late,BEL,8,86,18060,19509.25,1449.25,8.02,37,43.02,527.28,-13.7,156.18,75,11,7/13,0.18,0.4,10-13,all,late
K1W8_BEL_FS10-13_Gap0.10_Fav0.40_all_late,BEL,8,87,18270,19509.25,1239.25,6.78,37,42.53,527.28,-14.84,156.18,76,11,7/13,0.1,0.4,10-13,all,late
K1W8_BEL_FS10-13_Gap0.12_Fav0.40_all_late,BEL,8,87,18270,19509.25,1239.25,6.78,37,42.53,527.28,-14.84,156.18,76,11,7/13,0.12,0.4,10-13,all,late
K1W8_BEL_FS10-13_Gap0.15_Fav0.40_all_late,BEL,8,87,18270,19509.25,1239.25,6.78,37,42.53,527.28,-14.84,156.18,76,11,7/13,0.15,0.4,10-13,all,late
K1W7_BEL_FS10-12_Gap0.20_Fav0.00_all_late,BEL,7,132,15840,18716.75,2876.75,18.16,41,31.06,456.51,-9.34,155.67,110,22,7/13,0.2,0.0,10-12,all,late
K1W7_BEL_FS10-11_Gap0.15_Fav0.00_all_late,BEL,7,164,19680,19645.5,-34.5,-0.18,42,25.61,467.75,-25.57,155.53,141,23,6/13,0.15,0.0,10-11,all,late
K1W8_GP_FS10-11_Gap0.15_Fav0.00_wet_midlate,GP,8,101,21210,20528.7,-681.3,-3.21,23,22.77,892.55,-47.23,154.85,79,22,5/13,0.15,0.0,10-11,wet,midlate
K1W7_BEL_FS10-11_Gap0.18_Fav0.35_fast_midlate,BEL,7,129,15480,18377.85,2897.85,18.72,45,34.88,408.4,-10.74,154.5,106,23,7/13,0.18,0.35,10-11,fast,midlate
K1W7_BEL_FS10-11_Gap0.15_Fav0.35_fast_midlate,BEL,7,145,17400,18377.85,977.85,5.62,45,31.03,408.4,-22.45,154.5,122,23,7/13,0.15,0.35,10-11,fast,midlate
K1W7_BEL_FS10-11_Gap0.12_Fav0.35_fast_midlate,BEL,7,149,17880,18453.35,573.35,3.21,46,30.87,401.16,-24.41,154.5,126,23,6/13,0.12,0.35,10-11,fast,midlate
K1W7_BEL_FS10-13_Gap0.20_Fav0.35_all_late,BEL,7,126,15120,20319.75,5199.75,34.39,41,32.54,495.6,10.72,152.75,105,21,8/13,0.2,0.35,10-13,all,late
K1W8_BEL_FS10-13_Gap0.18_Fav0.40_all_midlate,BEL,8,153,32130,44573.4,12443.4,38.73,63,41.18,707.51,19.61,152.59,131,22,8/13,0.18,0.4,10-13,all,midlate
K1W8_BEL_FS10-13_Gap0.15_Fav0.40_all_midlate,BEL,8,154,32340,44573.4,12233.4,37.83,63,40.91,707.51,18.7,152.59,132,22,8/13,0.15,0.4,10-13,all,midlate
K1W8_BEL_FS10-13_Gap0.10_Fav0.40_all_midlate,BEL,8,155,32550,44648.9,12098.9,37.17,64,41.29,697.64,18.08,152.59,133,22,8/13,0.1,0.4,10-13,all,midlate
K1W8_BEL_FS10-13_Gap0.12_Fav0.40_all_midlate,BEL,8,155,32550,44648.9,12098.9,37.17,64,41.29,697.64,18.08,152.59,133,22,8/13,0.12,0.4,10-13,all,midlate
K1W7_BEL_FS10-13_Gap0.10_Fav0.35_all_late,BEL,7,170,20400,25656.95,5256.95,25.77,50,29.41,513.14,-1.26,151.91,140,30,8/13,0.1,0.35,10-13,all,late
K1W7_BEL_FS10-11_Gap0.12_Fav0.00_fast_late,BEL,7,162,19440,17028.25,-2411.75,-12.41,37,22.84,460.22,-35.16,149.13,142,20,6/13,0.12,0.0,10-11,fast,late
K1W7_BEL_FS10-12_Gap0.18_Fav0.40_all_midlate,BEL,7,150,18000,27113.2,9113.2,50.63,50,33.33,542.26,34.94,147.02,129,21,8/13,0.18,0.4,10-12,all,midlate
K1W7_BEL_FS10-13_Gap0.20_Fav0.40_all_midlate,BEL,7,151,18120,27113.2,8993.2,49.63,50,33.11,542.26,33.9,147.02,130,21,8/13,0.2,0.4,10-13,all,midlate
K1W7_BEL_FS10-12_Gap0.15_Fav0.40_all_midlate,BEL,7,151,18120,27113.2,8993.2,49.63,50,33.11,542.26,33.9,147.02,130,21,8/13,0.15,0.4,10-12,all,midlate
K1W7_BEL_FS10-12_Gap0.10_Fav0.40_all_midlate,BEL,7,152,18240,27188.7,8948.7,49.06,51,33.55,533.11,33.36,147.02,131,21,8/13,0.1,0.4,10-12,all,midlate
K1W7_BEL_FS10-12_Gap0.12_Fav0.40_all_midlate,BEL,7,152,18240,27188.7,8948.7,49.06,51,33.55,533.11,33.36,147.02,131,21,8/13,0.12,0.4,10-12,all,midlate
K1W7_BEL_FS10-11_Gap0.20_Fav0.00_fast_midlate,BEL,7,124,14880,17549.95,2669.95,17.94,41,33.06,428.05,-9.85,146.78,102,22,7/13,0.2,0.0,10-11,fast,midlate
K1W7_BEL_FS10-13_Gap0.20_Fav0.00_all_late,BEL,7,135,16200,20700.25,4500.25,27.78,42,31.11,492.86,3.8,144.55,112,23,8/13,0.2,0.0,10-13,all,late
K1W7_BEL_FS10-11_Gap0.18_Fav0.00_fast_midlate,BEL,7,146,17520,19949.35,2429.35,13.87,47,32.19,424.45,-11.71,143.89,122,24,6/13,0.18,0.0,10-11,fast,midlate
K1W7_BEL_FS10-11_Gap0.10_Fav0.35_fast_midlate,BEL,7,152,18240,18921.35,681.35,3.74,48,31.58,394.19,-22.54,143.89,128,24,6/13,0.1,0.35,10-11,fast,midlate
K1W9_BEL_FS10-12_Gap0.12_Fav0.00_wet_midlate,BEL,9,121,40656,41660.2,1004.2,2.47,39,32.23,1068.21,-23.79,143.42,102,19,6/13,0.12,0.0,10-12,wet,midlate
K1W9_BEL_FS10-13_Gap0.12_Fav0.00_wet_midlate,BEL,9,121,40656,41660.2,1004.2,2.47,39,32.23,1068.21,-23.79,143.42,102,19,6/13,0.12,0.0,10-13,wet,midlate
K1W9_BEL_FS10-11_Gap0.12_Fav0.00_wet_all,BEL,9,117,39312,40549.7,1237.7,3.15,40,34.19,1013.74,-23.76,141.95,98,19,5/12,0.12,0.0,10-11,wet,all
K1W9_BEL_FS10-11_Gap0.15_Fav0.00_wet_all,BEL,9,83,27888,31932.7,4044.7,14.5,32,38.55,997.9,-17.59,139.11,66,17,7/12,0.15,0.0,10-11,wet,all
K1W7_BEL_FS9-11_Gap0.10_Fav0.40_fast_late,BEL,7,107,12840,16140.1,3300.1,25.7,44,41.12,366.82,-3.54,138.7,85,22,6/13,0.1,0.4,9-11,fast,late
K1W7_BEL_FS9-11_Gap0.12_Fav0.40_fast_late,BEL,7,107,12840,16140.1,3300.1,25.7,44,41.12,366.82,-3.54,138.7,85,22,6/13,0.12,0.4,9-11,fast,late
K1W7_BEL_FS9-11_Gap0.15_Fav0.40_fast_late,BEL,7,106,12720,15766.6,3046.6,23.95,43,40.57,366.67,-6.1,138.7,84,22,6/13,0.15,0.4,9-11,fast,late
K1W7_BEL_FS9-11_Gap0.20_Fav0.40_fast_late,BEL,7,101,12120,14479.6,2359.6,19.47,41,40.59,353.16,-13.73,138.7,79,22,5/13,0.2,0.4,9-11,fast,late
K1W7_BEL_FS9-11_Gap0.18_Fav0.40_fast_late,BEL,7,104,12480,14845.1,2365.1,18.95,42,40.38,353.45,-13.18,138.7,82,22,5/13,0.18,0.4,9-11,fast,late
K1W8_BEL_FS10-11_Gap0.12_Fav0.00_wet_midlate,BEL,8,90,18900,19940.45,1040.45,5.51,24,26.67,830.85,-14.74,137.07,78,12,6/12,0.12,0.0,10-11,wet,midlate
K1W7_BEL_FS10-13_Gap0.18_Fav0.40_all_midlate,BEL,7,153,18360,27113.2,8753.2,47.68,50,32.68,542.26,32.88,135.79,131,22,8/13,0.18,0.4,10-13,all,midlate
K1W7_BEL_FS10-13_Gap0.15_Fav0.40_all_midlate,BEL,7,154,18480,27113.2,8633.2,46.72,50,32.47,542.26,31.87,135.79,132,22,8/13,0.15,0.4,10-13,all,midlate
K1W7_BEL_FS10-13_Gap0.10_Fav0.40_all_midlate,BEL,7,155,18600,27188.7,8588.7,46.18,51,32.9,533.11,31.35,135.79,133,22,8/13,0.1,0.4,10-13,all,midlate
K1W7_BEL_FS10-13_Gap0.12_Fav0.40_all_midlate,BEL,7,155,18600,27188.7,8588.7,46.18,51,32.9,533.11,31.35,135.79,133,22,8/13,0.12,0.4,10-13,all,midlate
K1W8_BEL_FS10-11_Gap0.18_Fav0.40_fast_midlate,BEL,8,87,18270,22802.0,4532.0,24.81,40,45.98,570.05,3.7,134.84,73,14,8/13,0.18,0.4,10-11,fast,midlate
K1W8_BEL_FS10-11_Gap0.20_Fav0.40_fast_midlate,BEL,8,87,18270,22802.0,4532.0,24.81,40,45.98,570.05,3.7,134.84,73,14,8/13,0.2,0.4,10-11,fast,midlate
K1W8_BEL_FS10-11_Gap0.15_Fav0.40_fast_midlate,BEL,8,88,18480,22802.0,4322.0,23.39,40,45.45,570.05,2.3,134.84,74,14,7/13,0.15,0.4,10-11,fast,midlate
K1W8_BEL_FS10-11_Gap0.10_Fav0.40_fast_midlate,BEL,8,89,18690,22877.5,4187.5,22.41,41,46.07,557.99,1.42,134.84,75,14,7/13,0.1,0.4,10-11,fast,midlate
K1W8_BEL_FS10-11_Gap0.12_Fav0.40_fast_midlate,BEL,8,89,18690,22877.5,4187.5,22.41,41,46.07,557.99,1.42,134.84,75,14,7/13,0.12,0.4,10-11,fast,midlate
K1W8_GP_FS10-11_Gap0.15_Fav0.00_wet_all,GP,8,121,25410,26444.0,1034.0,4.07,30,24.79,881.47,-32.93,132.89,94,27,6/13,0.15,0.0,10-11,wet,all
K1W8_BEL_FS10-11_Gap0.18_Fav0.40_all_all,BEL,8,146,30660,34556.2,3896.2,12.71,63,43.15,548.51,-12.97,131.24,120,26,6/13,0.18,0.4,10-11,all,all
K1W8_BEL_FS10-11_Gap0.15_Fav0.40_all_all,BEL,8,149,31290,34733.95,3443.95,11.01,64,42.95,542.72,-14.41,131.24,123,26,6/13,0.15,0.4,10-11,all,all
K1W8_BEL_FS10-11_Gap0.10_Fav0.40_all_all,BEL,8,150,31500,34809.45,3309.45,10.51,65,43.33,535.53,-14.81,131.24,124,26,6/13,0.1,0.4,10-11,all,all
K1W8_BEL_FS10-11_Gap0.12_Fav0.40_all_all,BEL,8,150,31500,34809.45,3309.45,10.51,65,43.33,535.53,-14.81,131.24,124,26,6/13,0.12,0.4,10-11,all,all
K1W8_BEL_FS10-11_Gap0.18_Fav0.00_fast_late,BEL,8,90,18900,20738.45,1838.45,9.73,38,42.22,545.75,-10.22,127.89,77,13,6/13,0.18,0.0,10-11,fast,late
K1W8_BEL_FS10-11_Gap0.15_Fav0.35_fast_late,BEL,8,88,18480,18145.95,-334.05,-1.81,35,39.77,518.46,-24.29,127.89,75,13,6/13,0.15,0.35,10-11,fast,late
K1W8_BEL_FS10-11_Gap0.12_Fav0.35_fast_late,BEL,8,90,18900,18145.95,-754.05,-3.99,35,38.89,518.46,-26.26,127.89,77,13,6/13,0.12,0.35,10-11,fast,late
K1W9_BEL_FS9-11_Gap0.12_Fav0.00_wet_late,BEL,9,108,36288,42158.7,5870.7,16.18,41,37.96,1028.26,-0.36,127.2,94,14,7/13,0.12,0.0,9-11,wet,late
K1W8_BEL_FS9-11_Gap0.15_Fav0.35_wet_midlate,BEL,8,90,18900,20581.85,1681.85,8.9,30,33.33,686.06,-14.76,127.19,75,15,5/13,0.15,0.35,9-11,wet,midlate
K1W8_BEL_FS9-11_Gap0.10_Fav0.35_wet_midlate,BEL,8,92,19320,20948.35,1628.35,8.43,31,33.7,675.75,-14.71,127.19,77,15,5/13,0.1,0.35,9-11,wet,midlate
K1W8_BEL_FS9-11_Gap0.12_Fav0.35_wet_midlate,BEL,8,92,19320,20948.35,1628.35,8.43,31,33.7,675.75,-14.71,127.19,77,15,5/13,0.12,0.35,9-11,wet,midlate
K1W7_BEL_FS10-11_Gap0.20_Fav0.40_all_all,BEL,7,145,17400,17169.0,-231.0,-1.33,49,33.79,350.39,-27.52,124.38,120,25,4/13,0.2,0.4,10-11,all,all
K1W7_BEL_FS10-11_Gap0.15_Fav0.00_fast_midlate,BEL,7,191,22920,21669.55,-1250.45,-5.46,52,27.23,416.72,-26.81,124.27,164,27,6/13,0.15,0.0,10-11,fast,midlate
K1W7_BEL_FS10-12_Gap0.20_Fav0.40_fast_all,BEL,7,146,17520,27239.0,9719.0,55.47,50,34.25,544.78,42.26,122.63,122,24,8/13,0.2,0.4,10-12,fast,all
K1W7_BEL_FS10-12_Gap0.18_Fav0.40_fast_all,BEL,7,147,17640,27239.0,9599.0,54.42,50,34.01,544.78,41.11,122.63,123,24,8/13,0.18,0.4,10-12,fast,all
K1W7_BEL_FS10-12_Gap0.15_Fav0.40_fast_all,BEL,7,149,17880,27416.75,9536.75,53.34,51,34.23,537.58,40.03,122.63,125,24,8/13,0.15,0.4,10-12,fast,all
K1W7_BEL_FS10-12_Gap0.10_Fav0.40_fast_all,BEL,7,150,18000,27492.25,9492.25,52.73,52,34.67,528.7,39.42,122.63,126,24,8/13,0.1,0.4,10-12,fast,all
