Strategy,K,Track,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,LOOCV_PosYrs,LOOCV_PosRatio,LOOCV_MedianROI,LOOCV_MeanROI
K1W7_BEL_FS11-13_Gap0.20_Fav0.35_fast_all,7,BEL,11-13,0.2,0.35,fast,all,116,38,100.12,32.76,733.06,92.61,136.13,9/13,0.692,163.35,134.0
K1W7_BEL_FS11-13_Gap0.22_Fav0.35_all_midlate,7,BEL,11-13,0.22,0.35,all,midlate,106,31,99.58,29.25,818.94,81.57,208.9,9/13,0.692,90.92,133.3
K1W7_BEL_FS11-14_Gap0.20_Fav0.35_fast_all,7,BEL,11-14,0.2,0.35,fast,all,117,38,98.41,32.48,733.06,90.63,136.13,9/13,0.692,158.29,132.3
K1W7_BEL_FS11-13_Gap0.15_Fav0.40_all_midlate,7,BEL,11-13,0.15,0.4,all,midlate,81,26,98.23,32.1,741.08,65.8,328.52,9/13,0.692,34.0,211.9
K1W7_BEL_FS11-14_Gap0.22_Fav0.40_all_midlate,7,BEL,11-14,0.22,0.4,all,midlate,81,25,96.61,30.86,764.4,63.49,361.5,9/13,0.692,34.0,218.3
K1W7_BEL_FS11-13_Gap0.05_Fav0.40_all_midlate,7,BEL,11-13,0.05,0.4,all,midlate,82,27,96.58,32.93,716.43,64.37,328.52,9/13,0.692,34.0,210.5
K1W7_BEL_FS11-13_Gap0.10_Fav0.40_all_midlate,7,BEL,11-13,0.1,0.4,all,midlate,82,27,96.58,32.93,716.43,64.37,328.52,9/13,0.692,34.0,210.5
K1W7_BEL_FS11-14_Gap0.22_Fav0.35_all_midlate,7,BEL,11-14,0.22,0.35,all,midlate,108,31,95.89,28.7,818.94,77.66,208.9,9/13,0.692,90.92,129.7
K1W7_BEL_FS11-14_Gap0.20_Fav0.40_all_midlate,7,BEL,11-14,0.2,0.4,all,midlate,82,26,95.81,31.71,741.08,63.49,328.52,9/13,0.692,34.0,210.0
K1W8_BEL_FS11-13_Gap0.22_Fav0.40_fast_midlate,8,BEL,11-13,0.22,0.4,fast,midlate,64,27,95.64,42.19,973.86,77.86,220.09,9/13,0.692,95.14,155.1
K1W7_BEL_FS11-13_Gap0.15_Fav0.35_fast_midlate,7,BEL,11-13,0.15,0.35,fast,midlate,119,34,93.94,28.57,814.55,79.14,176.95,9/13,0.692,71.66,145.8
K1W8_BEL_FS11-13_Gap0.20_Fav0.40_fast_midlate,8,BEL,11-13,0.2,0.4,fast,midlate,65,28,93.79,43.08,944.72,77.86,192.88,9/13,0.692,55.26,150.3
K1W7_BEL_FS11-14_Gap0.15_Fav0.40_all_midlate,7,BEL,11-14,0.15,0.4,all,midlate,83,26,93.45,31.33,741.08,61.25,328.52,9/13,0.692,34.0,207.9
K1W8_BEL_FS11-14_Gap0.22_Fav0.40_fast_midlate,8,BEL,11-14,0.22,0.4,fast,midlate,65,27,92.63,41.54,973.86,74.74,220.09,9/13,0.692,70.74,153.2
K1W7_BEL_FS11-12_Gap0.20_Fav0.35_fast_all,7,BEL,11-12,0.2,0.35,fast,all,112,37,92.51,33.04,699.27,81.05,148.56,9/13,0.692,27.57,123.3
K1W7_BEL_FS11-14_Gap0.15_Fav0.35_fast_midlate,7,BEL,11-14,0.15,0.35,fast,midlate,120,34,92.32,28.33,814.55,77.39,176.95,9/13,0.692,71.66,143.9
K1W7_BEL_FS11-14_Gap0.05_Fav0.40_all_midlate,7,BEL,11-14,0.05,0.4,all,midlate,84,27,91.9,32.14,716.43,59.93,328.52,9/13,0.692,34.0,206.5
K1W7_BEL_FS11-14_Gap0.10_Fav0.40_all_midlate,7,BEL,11-14,0.1,0.4,all,midlate,84,27,91.9,32.14,716.43,59.93,328.52,9/13,0.692,34.0,206.5
K1W7_BEL_FS11-12_Gap0.22_Fav0.35_all_midlate,7,BEL,11-12,0.22,0.35,all,midlate,102,30,91.21,29.41,780.12,68.97,230.96,9/13,0.692,73.54,125.6
K1W8_BEL_FS11-13_Gap0.15_Fav0.40_fast_midlate,8,BEL,11-13,0.15,0.4,fast,midlate,66,28,90.85,42.42,944.72,74.74,192.88,9/13,0.692,55.26,148.3
K1W8_BEL_FS11-14_Gap0.20_Fav0.40_fast_midlate,8,BEL,11-14,0.2,0.4,fast,midlate,66,28,90.85,42.42,944.72,74.74,192.88,9/13,0.692,55.26,148.5
K1W7_BEL_FS11-13_Gap0.22_Fav0.00_all_midlate,7,BEL,11-13,0.22,0.0,all,midlate,111,31,90.59,27.93,818.94,73.92,189.59,9/13,0.692,90.92,120.1
K1W7_BEL_FS11-13_Gap0.22_Fav0.30_all_midlate,7,BEL,11-13,0.22,0.3,all,midlate,111,31,90.59,27.93,818.94,73.92,189.59,9/13,0.692,90.92,120.1
K1W7_BEL_FS11-13_Gap0.10_Fav0.35_fast_midlate,7,BEL,11-13,0.1,0.35,fast,midlate,122,35,89.69,28.69,793.43,74.58,176.95,9/13,0.692,71.66,142.7
K1W8_BEL_FS11-13_Gap0.05_Fav0.40_fast_midlate,8,BEL,11-13,0.05,0.4,fast,midlate,67,29,88.54,43.28,914.75,72.35,192.88,9/13,0.692,55.26,146.7
K1W8_BEL_FS11-13_Gap0.10_Fav0.40_fast_midlate,8,BEL,11-13,0.1,0.4,fast,midlate,67,29,88.54,43.28,914.75,72.35,192.88,9/13,0.692,55.26,146.7
K1W7_BEL_FS11-13_Gap0.05_Fav0.35_fast_midlate,7,BEL,11-13,0.05,0.35,fast,midlate,123,35,88.14,28.46,793.43,74.58,162.38,9/13,0.692,71.66,136.6
K1W7_BEL_FS11-14_Gap0.10_Fav0.35_fast_midlate,7,BEL,11-14,0.1,0.35,fast,midlate,123,35,88.14,28.46,793.43,72.92,176.95,9/13,0.692,71.66,140.7
K1W8_BEL_FS11-14_Gap0.15_Fav0.40_fast_midlate,8,BEL,11-14,0.15,0.4,fast,midlate,67,28,88.0,41.79,944.72,71.73,192.88,9/13,0.692,55.26,146.4
K1W7_BEL_FS11-14_Gap0.22_Fav0.00_all_midlate,7,BEL,11-14,0.22,0.0,all,midlate,113,31,87.22,27.43,818.94,70.33,189.59,9/13,0.692,90.92,117.2
K1W7_BEL_FS11-14_Gap0.22_Fav0.30_all_midlate,7,BEL,11-14,0.22,0.3,all,midlate,113,31,87.22,27.43,818.94,70.33,189.59,9/13,0.692,90.92,117.2
K1W7_BEL_FS11-14_Gap0.05_Fav0.35_fast_midlate,7,BEL,11-14,0.05,0.35,fast,midlate,124,35,86.63,28.23,793.43,72.92,162.38,9/13,0.692,71.66,134.7
K1W7_BEL_FS11-12_Gap0.15_Fav0.35_fast_midlate,7,BEL,11-12,0.15,0.35,fast,midlate,115,33,86.31,28.7,779.12,67.76,193.25,9/13,0.692,71.66,140.2
K1W8_BEL_FS11-14_Gap0.05_Fav0.40_fast_midlate,8,BEL,11-14,0.05,0.4,fast,midlate,68,29,85.77,42.65,914.75,69.43,192.88,9/13,0.692,55.26,144.9
K1W8_BEL_FS11-14_Gap0.10_Fav0.40_fast_midlate,8,BEL,11-14,0.1,0.4,fast,midlate,68,29,85.77,42.65,914.75,69.43,192.88,9/13,0.692,55.26,144.9
K1W8_BEL_FS11-12_Gap0.22_Fav0.35_fast_midlate,8,BEL,11-12,0.22,0.35,fast,midlate,81,32,85.06,39.51,983.69,77.56,132.79,9/13,0.692,95.14,135.6
K1W8_BEL_FS11-12_Gap0.22_Fav0.40_fast_all,8,BEL,11-12,0.22,0.4,fast,all,75,33,84.42,44.0,880.19,75.18,138.16,9/13,0.692,74.43,128.8
K1W7_BEL_FS11-12_Gap0.20_Fav0.00_fast_all,7,BEL,11-12,0.2,0.0,fast,all,122,39,84.19,31.97,691.43,68.38,156.07,9/13,0.692,67.98,107.2
K1W7_BEL_FS11-12_Gap0.20_Fav0.30_fast_all,7,BEL,11-12,0.2,0.3,fast,all,122,39,84.19,31.97,691.43,68.38,156.07,9/13,0.692,67.98,107.2
K1W8_BEL_FS11-12_Gap0.20_Fav0.40_fast_all,8,BEL,11-12,0.2,0.4,fast,all,76,34,82.98,44.74,858.95,75.18,124.58,9/13,0.692,74.43,129.0
K1W7_BEL_FS11-12_Gap0.22_Fav0.00_all_midlate,7,BEL,11-12,0.22,0.0,all,midlate,107,30,82.27,28.04,780.12,61.63,208.9,9/13,0.692,73.54,112.3
K1W7_BEL_FS11-12_Gap0.22_Fav0.30_all_midlate,7,BEL,11-12,0.22,0.3,all,midlate,107,30,82.27,28.04,780.12,61.63,208.9,9/13,0.692,73.54,112.3
K1W7_BEL_FS11-12_Gap0.10_Fav0.35_fast_midlate,7,BEL,11-12,0.1,0.35,fast,midlate,118,34,82.11,28.81,758.43,63.4,193.25,9/13,0.692,71.66,137.1
K1W8_BEL_FS11-12_Gap0.15_Fav0.40_fast_all,8,BEL,11-12,0.15,0.4,fast,all,77,34,80.61,44.16,858.95,72.49,124.58,9/13,0.692,74.43,126.9
K1W7_BEL_FS11-12_Gap0.05_Fav0.35_fast_midlate,7,BEL,11-12,0.05,0.35,fast,midlate,119,34,80.58,28.57,758.43,63.4,176.95,9/13,0.692,71.66,131.0
K1W7_BEL_FS10-12_Gap0.22_Fav0.40_fast_midlate,7,BEL,10-12,0.22,0.4,fast,midlate,114,40,80.48,35.09,617.23,58.77,213.42,9/13,0.692,27.57,133.3
K1W7_BEL_FS10-12_Gap0.20_Fav0.40_fast_midlate,7,BEL,10-12,0.2,0.4,fast,midlate,117,42,79.13,35.9,598.8,58.12,202.73,9/13,0.692,27.57,130.1
K1W8_BEL_FS11-12_Gap0.05_Fav0.40_fast_all,8,BEL,11-12,0.05,0.4,fast,all,78,35,78.75,44.87,836.56,70.42,124.58,9/13,0.692,74.43,125.4
K1W8_BEL_FS11-12_Gap0.10_Fav0.40_fast_all,8,BEL,11-12,0.1,0.4,fast,all,78,35,78.75,44.87,836.56,70.42,124.58,9/13,0.692,74.43,125.4
K1W8_BEL_FS11-12_Gap0.22_Fav0.40_all_midlate,8,BEL,11-12,0.22,0.4,all,midlate,76,32,78.29,42.11,889.21,61.26,223.02,9/13,0.692,27.31,131.4
K1W7_BEL_FS11-13_Gap0.20_Fav0.00_all_all,7,BEL,11-13,0.2,0.0,all,all,163,52,77.29,31.9,666.89,67.51,124.46,9/13,0.692,63.28,92.4
K1W7_BEL_FS11-13_Gap0.20_Fav0.30_all_all,7,BEL,11-13,0.2,0.3,all,all,163,52,77.29,31.9,666.89,67.51,124.46,9/13,0.692,63.28,92.4
K1W8_BEL_FS11-13_Gap0.22_Fav0.00_fast_midlate,8,BEL,11-13,0.22,0.0,fast,midlate,90,33,77.05,36.67,1013.99,73.68,96.98,9/13,0.692,72.74,129.9
K1W8_BEL_FS11-13_Gap0.22_Fav0.30_fast_midlate,8,BEL,11-13,0.22,0.3,fast,midlate,90,33,77.05,36.67,1013.99,73.68,96.98,9/13,0.692,72.74,129.9
K1W8_BEL_FS11-12_Gap0.20_Fav0.40_all_midlate,8,BEL,11-12,0.2,0.4,all,midlate,77,33,76.95,42.86,867.05,61.26,195.49,9/13,0.692,27.31,126.7
K1W7_BEL_FS10-12_Gap0.15_Fav0.40_fast_midlate,7,BEL,10-12,0.15,0.4,fast,midlate,119,42,76.12,35.29,598.8,55.01,202.73,9/13,0.692,27.57,128.4
K1W8_BEL_FS11-12_Gap0.25_Fav0.00_fast_midlate,8,BEL,11-12,0.25,0.0,fast,midlate,62,26,75.96,41.94,881.16,58.28,195.3,9/13,0.692,41.46,142.0
K1W8_BEL_FS11-12_Gap0.25_Fav0.30_fast_midlate,8,BEL,11-12,0.25,0.3,fast,midlate,62,26,75.96,41.94,881.16,58.28,195.3,9/13,0.692,41.46,142.0
K1W8_BEL_FS11-12_Gap0.25_Fav0.35_fast_midlate,8,BEL,11-12,0.25,0.35,fast,midlate,62,26,75.96,41.94,881.16,58.28,195.3,9/13,0.692,41.46,142.0
K1W7_BEL_FS10-12_Gap0.05_Fav0.40_fast_midlate,7,BEL,10-12,0.05,0.4,fast,midlate,120,43,75.17,35.83,586.63,54.12,202.73,9/13,0.692,27.57,127.6
K1W7_BEL_FS10-12_Gap0.10_Fav0.40_fast_midlate,7,BEL,10-12,0.1,0.4,fast,midlate,120,43,75.17,35.83,586.63,54.12,202.73,9/13,0.692,27.57,127.6
K1W7_BEL_FS11-14_Gap0.20_Fav0.00_all_all,7,BEL,11-14,0.2,0.0,all,all,165,52,75.14,31.52,666.89,65.06,124.46,9/13,0.692,63.28,91.0
K1W7_BEL_FS11-14_Gap0.20_Fav0.30_all_all,7,BEL,11-14,0.2,0.3,all,all,165,52,75.14,31.52,666.89,65.06,124.46,9/13,0.692,63.28,91.0
K1W8_BEL_FS11-14_Gap0.22_Fav0.00_fast_midlate,8,BEL,11-14,0.22,0.0,fast,midlate,91,33,75.1,36.26,1013.99,71.45,96.98,9/13,0.692,72.74,128.5
K1W8_BEL_FS11-14_Gap0.22_Fav0.30_fast_midlate,8,BEL,11-14,0.22,0.3,fast,midlate,91,33,75.1,36.26,1013.99,71.45,96.98,9/13,0.692,72.74,128.5
K1W8_BEL_FS11-12_Gap0.15_Fav0.40_all_midlate,8,BEL,11-12,0.15,0.4,all,midlate,78,33,74.68,42.31,867.05,58.92,195.49,9/13,0.692,27.31,124.6
K1W7_BEL_FS10-13_Gap0.22_Fav0.35_fast_midlate,7,BEL,10-13,0.22,0.35,fast,midlate,146,47,74.67,32.19,651.11,65.12,125.72,9/13,0.692,101.53,113.6
K1W7_BEL_FS10-14_Gap0.22_Fav0.35_fast_midlate,7,BEL,10-14,0.22,0.35,fast,midlate,147,47,73.48,31.97,651.11,63.79,125.72,9/13,0.692,101.53,112.3
K1W8_BEL_FS11-12_Gap0.05_Fav0.40_all_midlate,8,BEL,11-12,0.05,0.4,all,midlate,79,34,72.92,43.04,843.77,57.17,195.49,9/13,0.692,27.31,123.0
K1W8_BEL_FS11-12_Gap0.10_Fav0.40_all_midlate,8,BEL,11-12,0.1,0.4,all,midlate,79,34,72.92,43.04,843.77,57.17,195.49,9/13,0.692,27.31,123.0
K1W8_BEL_FS11-13_Gap0.22_Fav0.40_all_midlate,8,BEL,11-13,0.22,0.4,all,midlate,79,32,71.52,40.51,889.21,56.65,187.13,9/13,0.692,27.31,128.6
K1W8_BEL_FS11-13_Gap0.20_Fav0.35_fast_midlate,8,BEL,11-13,0.2,0.35,fast,midlate,96,37,71.11,38.54,932.29,67.6,90.02,9/13,0.692,70.74,95.2
K1W8_BEL_FS11-13_Gap0.20_Fav0.40_all_midlate,8,BEL,11-13,0.2,0.4,all,midlate,80,33,70.31,41.25,867.05,56.65,165.94,9/13,0.692,27.31,123.8
K1W8_BEL_FS11-12_Gap0.22_Fav0.35_fast_all,8,BEL,11-12,0.22,0.35,fast,all,97,39,69.43,40.21,884.93,70.55,63.74,9/13,0.692,74.43,81.6
K1W8_BEL_FS11-14_Gap0.20_Fav0.35_fast_midlate,8,BEL,11-14,0.2,0.35,fast,midlate,97,37,69.34,38.14,932.29,65.56,90.02,9/13,0.692,52.73,93.7
K1W8_BEL_FS11-13_Gap0.15_Fav0.40_all_midlate,8,BEL,11-13,0.15,0.4,all,midlate,81,33,68.21,40.74,867.05,54.45,165.94,9/13,0.692,27.31,121.7
K1W8_BEL_FS11-13_Gap0.25_Fav0.00_fast_midlate,8,BEL,11-13,0.25,0.0,fast,midlate,65,26,67.84,40.0,881.16,52.63,162.49,9/13,0.692,41.46,139.3
K1W8_BEL_FS11-13_Gap0.25_Fav0.30_fast_midlate,8,BEL,11-13,0.25,0.3,fast,midlate,65,26,67.84,40.0,881.16,52.63,162.49,9/13,0.692,41.46,139.3
K1W8_BEL_FS11-13_Gap0.25_Fav0.35_fast_midlate,8,BEL,11-13,0.25,0.35,fast,midlate,65,26,67.84,40.0,881.16,52.63,162.49,9/13,0.692,41.46,139.3
K1W7_BEL_FS10-13_Gap0.22_Fav0.00_fast_midlate,7,BEL,10-13,0.22,0.0,fast,midlate,152,47,67.78,30.92,651.11,58.67,116.32,9/13,0.692,101.53,105.4
K1W7_BEL_FS10-13_Gap0.22_Fav0.30_fast_midlate,7,BEL,10-13,0.22,0.3,fast,midlate,152,47,67.78,30.92,651.11,58.67,116.32,9/13,0.692,101.53,105.4
K1W8_BEL_FS11-14_Gap0.22_Fav0.40_all_midlate,8,BEL,11-14,0.22,0.4,all,midlate,81,32,67.28,39.51,889.21,52.3,187.13,9/13,0.692,27.31,126.0
K1W7_BEL_FS10-14_Gap0.22_Fav0.00_fast_midlate,7,BEL,10-14,0.22,0.0,fast,midlate,153,47,66.68,30.72,651.11,57.44,116.32,9/13,0.692,101.53,104.2
K1W7_BEL_FS10-14_Gap0.22_Fav0.30_fast_midlate,7,BEL,10-14,0.22,0.3,fast,midlate,153,47,66.68,30.72,651.11,57.44,116.32,9/13,0.692,101.53,104.2
K1W8_BEL_FS11-13_Gap0.05_Fav0.40_all_midlate,8,BEL,11-13,0.05,0.4,all,midlate,82,34,66.6,41.46,843.77,52.8,165.94,9/13,0.692,27.31,120.2
K1W8_BEL_FS11-13_Gap0.10_Fav0.40_all_midlate,8,BEL,11-13,0.1,0.4,all,midlate,82,34,66.6,41.46,843.77,52.8,165.94,9/13,0.692,27.31,120.2
K1W8_BEL_FS11-14_Gap0.20_Fav0.40_all_midlate,8,BEL,11-14,0.2,0.4,all,midlate,82,33,66.16,40.24,867.05,52.3,165.94,9/13,0.692,27.31,121.3
K1W8_BEL_FS11-14_Gap0.25_Fav0.00_fast_midlate,8,BEL,11-14,0.25,0.0,fast,midlate,66,26,65.3,39.39,881.16,49.95,162.49,9/13,0.692,41.46,137.4
K1W8_BEL_FS11-14_Gap0.25_Fav0.30_fast_midlate,8,BEL,11-14,0.25,0.3,fast,midlate,66,26,65.3,39.39,881.16,49.95,162.49,9/13,0.692,41.46,137.4
K1W8_BEL_FS11-14_Gap0.25_Fav0.35_fast_midlate,8,BEL,11-14,0.25,0.35,fast,midlate,66,26,65.3,39.39,881.16,49.95,162.49,9/13,0.692,41.46,137.4
K1W8_BEL_FS11-14_Gap0.15_Fav0.40_all_midlate,8,BEL,11-14,0.15,0.4,all,midlate,83,33,64.16,39.76,867.05,50.21,165.94,9/13,0.692,27.31,119.2
K1W7_BEL_FS10-13_Gap0.20_Fav0.35_fast_midlate,7,BEL,10-13,0.2,0.35,fast,midlate,165,54,63.58,32.73,599.8,55.42,103.51,9/13,0.692,101.13,83.4
K1W8_BEL_FS11-12_Gap0.25_Fav0.40_fast_all,8,BEL,11-12,0.25,0.4,fast,all,69,30,63.32,43.48,788.84,49.96,142.14,9/13,0.692,27.31,116.0
K1W8_BEL_FS11-14_Gap0.05_Fav0.40_all_midlate,8,BEL,11-14,0.05,0.4,all,midlate,84,34,62.63,40.48,843.77,48.67,165.94,9/13,0.692,27.31,117.6
K1W8_BEL_FS11-14_Gap0.10_Fav0.40_all_midlate,8,BEL,11-14,0.1,0.4,all,midlate,84,34,62.63,40.48,843.77,48.67,165.94,9/13,0.692,27.31,117.6
K1W8_BEL_FS11-13_Gap0.22_Fav0.35_all_midlate,8,BEL,11-13,0.22,0.35,all,midlate,106,39,62.62,36.79,928.16,58.01,90.56,9/13,0.692,42.52,69.8
K1W7_BEL_FS10-14_Gap0.20_Fav0.35_fast_midlate,7,BEL,10-14,0.2,0.35,fast,midlate,166,54,62.6,32.53,599.8,54.29,103.51,9/13,0.692,100.88,82.4
K1W8_BEL_FS11-12_Gap0.22_Fav0.00_fast_all,8,BEL,11-12,0.22,0.0,fast,all,102,39,61.12,38.24,884.93,62.52,54.1,9/13,0.692,66.92,73.7
K1W8_BEL_FS11-12_Gap0.22_Fav0.30_fast_all,8,BEL,11-12,0.22,0.3,fast,all,102,39,61.12,38.24,884.93,62.52,54.1,9/13,0.692,66.92,73.7
K1W8_BEL_FS11-12_Gap0.25_Fav0.00_fast_all,8,BEL,11-12,0.25,0.0,fast,all,76,32,60.79,42.11,801.94,53.1,101.79,9/13,0.692,59.31,119.0
K1W8_BEL_FS11-12_Gap0.25_Fav0.30_fast_all,8,BEL,11-12,0.25,0.3,fast,all,76,32,60.79,42.11,801.94,53.1,101.79,9/13,0.692,59.31,119.0
K1W8_BEL_FS11-12_Gap0.25_Fav0.35_fast_all,8,BEL,11-12,0.25,0.35,fast,all,76,32,60.79,42.11,801.94,53.1,101.79,9/13,0.692,59.31,119.0
K1W8_BEL_FS11-12_Gap0.20_Fav0.00_fast_midlate,8,BEL,11-12,0.2,0.0,fast,midlate,100,38,60.02,38.0,884.32,52.18,98.28,9/13,0.692,52.73,71.7
K1W8_BEL_FS11-12_Gap0.20_Fav0.30_fast_midlate,8,BEL,11-12,0.2,0.3,fast,midlate,100,38,60.02,38.0,884.32,52.18,98.28,9/13,0.692,52.73,71.7
K1W8_BEL_FS11-14_Gap0.22_Fav0.35_all_midlate,8,BEL,11-14,0.22,0.35,all,midlate,108,39,59.6,36.11,928.16,54.61,90.56,9/13,0.692,42.52,67.5
K1W7_BEL_FS11-13_Gap0.15_Fav0.30_fast_midlate,7,BEL,11-13,0.15,0.3,fast,midlate,162,39,57.69,24.07,786.04,44.06,125.85,9/13,0.692,52.58,100.0
K1W7_BEL_FS10-13_Gap0.20_Fav0.00_fast_midlate,7,BEL,10-13,0.2,0.0,fast,midlate,179,56,55.88,31.28,597.9,44.85,106.54,9/13,0.692,89.72,72.9
K1W7_BEL_FS10-13_Gap0.20_Fav0.30_fast_midlate,7,BEL,10-13,0.2,0.3,fast,midlate,179,56,55.88,31.28,597.9,44.85,106.54,9/13,0.692,89.72,72.9
K1W7_BEL_FS11-14_Gap0.15_Fav0.30_fast_midlate,7,BEL,11-14,0.15,0.3,fast,midlate,164,39,55.77,23.78,786.04,41.96,125.85,9/13,0.692,49.39,98.1
K1W8_BEL_FS11-13_Gap0.22_Fav0.00_all_midlate,8,BEL,11-13,0.22,0.0,all,midlate,111,39,55.29,35.14,928.16,51.36,78.65,9/13,0.692,42.52,61.5
K1W8_BEL_FS11-13_Gap0.22_Fav0.30_all_midlate,8,BEL,11-13,0.22,0.3,all,midlate,111,39,55.29,35.14,928.16,51.36,78.65,9/13,0.692,42.52,61.5
K1W7_BEL_FS10-14_Gap0.20_Fav0.00_fast_midlate,7,BEL,10-14,0.2,0.0,fast,midlate,180,56,55.01,31.11,597.9,43.87,106.54,9/13,0.692,84.37,72.1
K1W7_BEL_FS10-14_Gap0.20_Fav0.30_fast_midlate,7,BEL,10-14,0.2,0.3,fast,midlate,180,56,55.01,31.11,597.9,43.87,106.54,9/13,0.692,84.37,72.1
K1W8_BEL_FS11-12_Gap0.20_Fav0.35_fast_all,8,BEL,11-12,0.2,0.35,fast,all,112,45,54.82,40.18,809.19,55.16,53.13,9/13,0.692,52.73,61.1
K1W8_BEL_FS11-13_Gap0.25_Fav0.00_fast_all,8,BEL,11-13,0.25,0.0,fast,all,79,32,54.68,40.51,801.94,48.46,86.26,9/13,0.692,59.31,116.3
K1W8_BEL_FS11-13_Gap0.25_Fav0.30_fast_all,8,BEL,11-13,0.25,0.3,fast,all,79,32,54.68,40.51,801.94,48.46,86.26,9/13,0.692,59.31,116.3
K1W8_BEL_FS11-13_Gap0.25_Fav0.35_fast_all,8,BEL,11-13,0.25,0.35,fast,all,79,32,54.68,40.51,801.94,48.46,86.26,9/13,0.692,59.31,116.3
K1W7_BEL_FS11-13_Gap0.15_Fav0.00_fast_midlate,7,BEL,11-13,0.15,0.0,fast,midlate,169,40,54.47,23.67,783.14,41.89,117.78,9/13,0.692,52.58,82.7
K1W8_BEL_FS11-14_Gap0.25_Fav0.00_fast_all,8,BEL,11-14,0.25,0.0,fast,all,80,32,52.75,40.0,801.94,46.25,86.26,9/13,0.692,59.31,115.2
K1W8_BEL_FS11-14_Gap0.25_Fav0.30_fast_all,8,BEL,11-14,0.25,0.3,fast,all,80,32,52.75,40.0,801.94,46.25,86.26,9/13,0.692,59.31,115.2
K1W8_BEL_FS11-14_Gap0.25_Fav0.35_fast_all,8,BEL,11-14,0.25,0.35,fast,all,80,32,52.75,40.0,801.94,46.25,86.26,9/13,0.692,59.31,115.2
K1W8_BEL_FS11-14_Gap0.22_Fav0.00_all_midlate,8,BEL,11-14,0.22,0.0,all,midlate,113,39,52.54,34.51,928.16,48.23,78.65,9/13,0.692,42.52,59.7
K1W8_BEL_FS11-14_Gap0.22_Fav0.30_all_midlate,8,BEL,11-14,0.22,0.3,all,midlate,113,39,52.54,34.51,928.16,48.23,78.65,9/13,0.692,42.52,59.7
K1W7_BEL_FS11-12_Gap0.15_Fav0.30_fast_midlate,7,BEL,11-12,0.15,0.3,fast,midlate,157,38,52.19,24.2,754.53,35.85,134.53,9/13,0.692,61.84,95.2
K1W7_BEL_FS11-14_Gap0.15_Fav0.00_fast_midlate,7,BEL,11-14,0.15,0.0,fast,midlate,172,40,51.77,23.26,783.14,38.94,117.78,9/13,0.692,41.27,80.3
K1W7_BEL_FS10-13_Gap0.22_Fav0.35_all_midlate,7,BEL,10-13,0.22,0.35,all,midlate,184,56,50.1,30.43,591.82,41.33,96.99,9/13,0.692,42.94,68.6
K1W7_BEL_FS10-13_Gap0.22_Fav0.35_fast_all,7,BEL,10-13,0.22,0.35,fast,all,184,57,49.9,30.98,580.65,46.0,68.38,9/13,0.692,57.57,66.9
K1W7_BEL_FS11-12_Gap0.15_Fav0.00_fast_midlate,7,BEL,11-12,0.15,0.0,fast,midlate,164,39,49.1,23.78,752.37,33.97,125.85,9/13,0.692,52.58,77.7
K1W7_BEL_FS10-14_Gap0.22_Fav0.35_fast_all,7,BEL,10-14,0.22,0.35,fast,all,185,57,49.09,30.81,580.65,45.05,68.38,9/13,0.692,57.57,66.4
K1W7_BEL_FS10-14_Gap0.22_Fav0.35_all_midlate,7,BEL,10-14,0.22,0.35,all,midlate,186,56,48.49,30.11,591.82,39.53,96.99,9/13,0.692,42.94,67.0
K1W8_BEL_FS11-13_Gap0.22_Fav0.35_all_all,8,BEL,11-13,0.22,0.35,all,all,128,48,47.78,37.5,827.59,48.82,42.48,9/13,0.692,42.52,48.2
K1W8_BEL_FS11-12_Gap0.20_Fav0.00_fast_all,8,BEL,11-12,0.2,0.0,fast,all,122,47,46.39,38.52,798.01,44.3,55.9,9/13,0.692,50.49,49.8
K1W8_BEL_FS11-12_Gap0.20_Fav0.30_fast_all,8,BEL,11-12,0.2,0.3,fast,all,122,47,46.39,38.52,798.01,44.3,55.9,9/13,0.692,50.49,49.8
K1W8_BEL_FS11-13_Gap0.20_Fav0.00_all_midlate,8,BEL,11-13,0.2,0.0,all,midlate,133,48,45.95,36.09,849.27,41.83,66.75,9/13,0.692,42.52,54.2
K1W8_BEL_FS11-13_Gap0.20_Fav0.30_all_midlate,8,BEL,11-13,0.2,0.3,all,midlate,133,48,45.95,36.09,849.27,41.83,66.75,9/13,0.692,42.52,54.2
K1W7_BEL_FS10-13_Gap0.20_Fav0.35_all_midlate,7,BEL,10-13,0.2,0.35,all,midlate,214,66,45.52,30.84,566.2,39.23,77.7,9/13,0.692,69.76,58.1
K1W8_BEL_FS11-14_Gap0.22_Fav0.35_all_all,8,BEL,11-14,0.22,0.35,all,all,130,48,45.51,36.92,827.59,46.09,42.48,9/13,0.692,42.52,46.8
K1W7_BEL_FS10-13_Gap0.22_Fav0.00_fast_all,7,BEL,10-13,0.22,0.0,fast,all,190,57,45.16,30.0,580.65,41.35,63.28,9/13,0.692,57.57,62.6
K1W7_BEL_FS10-13_Gap0.22_Fav0.30_fast_all,7,BEL,10-13,0.22,0.3,fast,all,190,57,45.16,30.0,580.65,41.35,63.28,9/13,0.692,57.57,62.6
