Strategy,FS,Gap,FavMin,Cond,Card,Races,Hits,ROI%,HitRate%,AvgPay,TrainROI%,TestROI%,TrainRaces,TestRaces,PosYears
K1W7_BEL_FS10-12_Gap0.15_Fav0.35_fast_midlate,10-12,0.15,0.35,fast,midlate,202,60,39.8,29.7,564.81,27.2,109.3,171,31,9/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.40_all_late,10-14,0.25,0.4,all,late,78,28,39.8,35.9,467.34,-1.83,322.92,68,10,5/13
K1W7_BEL_FS11-12_Gap0.05_Fav0.42_all_midlate,11-12,0.05,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.08_Fav0.42_all_midlate,11-12,0.08,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.10_Fav0.42_all_midlate,11-12,0.1,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.12_Fav0.42_all_midlate,11-12,0.12,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.14_Fav0.42_all_midlate,11-12,0.14,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.15_Fav0.42_all_midlate,11-12,0.15,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.18_Fav0.42_all_midlate,11-12,0.18,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.20_Fav0.42_all_midlate,11-12,0.2,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-12_Gap0.22_Fav0.42_all_midlate,11-12,0.22,0.42,all,midlate,61,18,39.67,29.51,568.01,-12.71,443.77,54,7,5/12
K1W7_BEL_FS11-13_Gap0.25_Fav0.42_all_midlate,11-13,0.25,0.42,all,midlate,61,18,39.67,29.51,568.01,-11.06,375.8,53,8,5/12
K1W7_BEL_FS9-12_Gap0.15_Fav0.40_fast_midlate,9-12,0.15,0.4,fast,midlate,198,73,39.46,36.87,453.92,31.51,76.5,163,35,8/13
K1W7_BEL_FS10-13_Gap0.18_Fav0.33_all_midlate,10-13,0.18,0.33,all,midlate,271,78,39.44,28.78,581.36,26.46,98.25,222,49,9/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.00_fast_all,10-12,0.22,0.0,fast,all,186,56,39.4,30.11,555.6,33.37,68.38,154,32,8/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.30_fast_all,10-12,0.22,0.3,fast,all,186,56,39.4,30.11,555.6,33.37,68.38,154,32,8/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.33_fast_all,10-12,0.22,0.33,fast,all,186,56,39.4,30.11,555.6,33.37,68.38,154,32,8/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.37_all_midlate,10-14,0.2,0.37,all,midlate,196,60,39.39,30.61,546.4,30.07,88.99,165,31,8/13
K1W7_BEL_FS10-13_Gap0.20_Fav0.33_fast_all,10-13,0.2,0.33,fast,all,222,69,39.36,31.08,538.03,32.77,67.59,180,42,8/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.00_fast_all,10-13,0.25,0.0,fast,all,140,47,39.25,33.57,497.76,26.13,102.68,116,24,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.30_fast_all,10-13,0.25,0.3,fast,all,140,47,39.25,33.57,497.76,26.13,102.68,116,24,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.33_fast_all,10-13,0.25,0.33,fast,all,140,47,39.25,33.57,497.76,26.13,102.68,116,24,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.35_fast_all,10-13,0.25,0.35,fast,all,140,47,39.25,33.57,497.76,26.13,102.68,116,24,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.37_fast_all,10-13,0.25,0.37,fast,all,140,47,39.25,33.57,497.76,26.13,102.68,116,24,6/13
K1W7_BEL_FS9-12_Gap0.05_Fav0.40_fast_midlate,9-12,0.05,0.4,fast,midlate,201,75,39.24,37.31,447.8,31.39,76.5,166,35,8/13
K1W7_BEL_FS9-12_Gap0.08_Fav0.40_fast_midlate,9-12,0.08,0.4,fast,midlate,201,75,39.24,37.31,447.8,31.39,76.5,166,35,8/13
K1W7_BEL_FS9-12_Gap0.10_Fav0.40_fast_midlate,9-12,0.1,0.4,fast,midlate,201,75,39.24,37.31,447.8,31.39,76.5,166,35,8/13
K1W7_BEL_FS9-12_Gap0.12_Fav0.40_fast_midlate,9-12,0.12,0.4,fast,midlate,201,75,39.24,37.31,447.8,31.39,76.5,166,35,8/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.40_all_late,10-12,0.22,0.4,all,late,82,29,39.22,35.37,472.4,-1.55,369.91,73,9,6/13
K1W7_BEL_FS10-14_Gap0.05_Fav0.35_fast_midlate,10-14,0.05,0.35,fast,midlate,218,64,39.2,29.36,568.99,29.66,90.84,184,34,9/13
K1W7_BEL_FS10-14_Gap0.08_Fav0.35_fast_midlate,10-14,0.08,0.35,fast,midlate,218,64,39.2,29.36,568.99,29.66,90.84,184,34,9/13
K1W7_BEL_FS10-14_Gap0.18_Fav0.33_all_late,10-14,0.18,0.33,all,late,165,51,39.05,30.91,539.82,9.14,173.63,135,30,8/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.30_all_midlate,11-12,0.15,0.3,all,midlate,208,48,38.99,23.08,722.72,19.86,127.38,171,37,8/13
K1W7_BEL_FS9-12_Gap0.22_Fav0.40_fast_midlate,9-12,0.22,0.4,fast,midlate,186,67,38.98,36.02,462.98,30.29,77.81,152,34,8/13
K1W7_BEL_FS10-12_Gap0.10_Fav0.37_fast_late,10-12,0.1,0.37,fast,late,102,35,38.86,34.31,485.61,2.38,250.46,87,15,7/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.37_fast_late,10-13,0.12,0.37,fast,late,102,35,38.86,34.31,485.61,2.38,250.46,87,15,7/13
K1W7_BEL_FS10-13_Gap0.14_Fav0.37_fast_late,10-13,0.14,0.37,fast,late,102,35,38.86,34.31,485.61,2.38,250.46,87,15,7/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.00_all_midlate,10-12,0.22,0.0,all,midlate,187,55,38.85,29.41,566.52,28.18,96.99,158,29,9/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.30_all_midlate,10-12,0.22,0.3,all,midlate,187,55,38.85,29.41,566.52,28.18,96.99,158,29,9/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.33_all_midlate,10-12,0.22,0.33,all,midlate,187,55,38.85,29.41,566.52,28.18,96.99,158,29,9/13
K1W7_BEL_FS11-14_Gap0.14_Fav0.33_all_late,11-14,0.14,0.33,all,late,128,34,38.84,26.56,627.23,4.38,167.75,101,27,6/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.40_all_late,10-12,0.18,0.4,all,late,85,31,38.82,36.47,456.78,-0.81,336.08,75,10,6/13
K1W7_BEL_FS10-13_Gap0.20_Fav0.40_all_late,10-13,0.2,0.4,all,late,85,31,38.82,36.47,456.78,0.53,296.44,74,11,6/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.00_all_midlate,10-14,0.2,0.0,all,midlate,231,68,38.75,29.44,565.62,29.8,82.83,192,39,9/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.30_all_midlate,10-14,0.2,0.3,all,midlate,231,68,38.75,29.44,565.62,29.8,82.83,192,39,9/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.33_fast_all,10-14,0.2,0.33,fast,all,223,69,38.73,30.94,538.03,32.03,67.59,181,42,8/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.00_all_late,10-13,0.25,0.0,all,late,82,29,38.69,35.37,470.59,0.61,284.47,71,11,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.30_all_late,10-13,0.25,0.3,all,late,82,29,38.69,35.37,470.59,0.61,284.47,71,11,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.33_all_late,10-13,0.25,0.33,all,late,82,29,38.69,35.37,470.59,0.61,284.47,71,11,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.35_all_late,10-13,0.25,0.35,all,late,82,29,38.69,35.37,470.59,0.61,284.47,71,11,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.37_all_late,10-13,0.25,0.37,all,late,82,29,38.69,35.37,470.59,0.61,284.47,71,11,6/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.00_fast_all,11-12,0.15,0.0,fast,all,197,48,38.68,24.37,682.98,26.59,96.6,163,34,9/13
K1W7_BEL_FS11-13_Gap0.15_Fav0.37_all_late,11-13,0.15,0.37,all,late,78,25,38.65,32.05,519.1,-6.79,246.35,64,14,5/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.00_all_midlate,10-13,0.25,0.0,all,midlate,140,47,38.5,33.57,495.08,21.34,147.82,121,19,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.30_all_midlate,10-13,0.25,0.3,all,midlate,140,47,38.5,33.57,495.08,21.34,147.82,121,19,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.33_all_midlate,10-13,0.25,0.33,all,midlate,140,47,38.5,33.57,495.08,21.34,147.82,121,19,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.35_all_midlate,10-13,0.25,0.35,all,midlate,140,47,38.5,33.57,495.08,21.34,147.82,121,19,6/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.37_all_midlate,10-13,0.25,0.37,all,midlate,140,47,38.5,33.57,495.08,21.34,147.82,121,19,6/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.35_fast_all,10-12,0.2,0.35,fast,all,205,66,38.41,32.2,515.88,32.41,65.62,168,37,8/13
K1W7_BEL_FS10-13_Gap0.18_Fav0.00_all_late,10-13,0.18,0.0,all,late,176,53,38.41,30.11,551.55,12.16,156.53,144,32,8/13
K1W7_BEL_FS11-13_Gap0.10_Fav0.30_fast_midlate,11-13,0.1,0.3,fast,midlate,198,46,38.31,23.23,714.42,28.48,82.54,162,36,8/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.00_fast_all,10-14,0.25,0.0,fast,all,141,47,38.27,33.33,497.76,25.05,102.68,117,24,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.30_fast_all,10-14,0.25,0.3,fast,all,141,47,38.27,33.33,497.76,25.05,102.68,117,24,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.33_fast_all,10-14,0.25,0.33,fast,all,141,47,38.27,33.33,497.76,25.05,102.68,117,24,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.35_fast_all,10-14,0.25,0.35,fast,all,141,47,38.27,33.33,497.76,25.05,102.68,117,24,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.37_fast_all,10-14,0.25,0.37,fast,all,141,47,38.27,33.33,497.76,25.05,102.68,117,24,6/13
K1W7_BEL_FS10-13_Gap0.18_Fav0.37_all_midlate,10-13,0.18,0.37,all,midlate,205,64,38.24,31.22,531.35,27.59,89.96,170,35,8/13
K1W7_BEL_FS10-12_Gap0.25_Fav0.40_fast_all,10-12,0.25,0.4,fast,all,129,45,38.23,34.88,475.5,20.06,131.63,108,21,6/13
K1W7_BEL_FS9-12_Gap0.20_Fav0.40_fast_midlate,9-12,0.2,0.4,fast,midlate,190,69,38.07,36.32,456.23,29.39,76.5,155,35,8/13
K1W7_BEL_FS10-13_Gap0.18_Fav0.00_all_midlate,10-13,0.18,0.0,all,midlate,284,80,38.05,28.17,588.09,27.12,86.82,232,52,9/13
K1W7_BEL_FS10-13_Gap0.25_Fav0.42_fast_midlate,10-13,0.25,0.42,fast,midlate,91,31,37.97,34.07,486.0,2.43,233.4,77,14,7/13
K1W7_BEL_FS10-14_Gap0.18_Fav0.33_all_midlate,10-14,0.18,0.33,all,midlate,274,78,37.91,28.47,581.36,24.77,98.25,225,49,9/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.35_fast_late,10-13,0.12,0.35,fast,late,133,42,37.88,31.58,523.95,12.57,180.88,113,20,8/13
K1W7_BEL_FS10-13_Gap0.14_Fav0.35_fast_late,10-13,0.14,0.35,fast,late,133,42,37.88,31.58,523.95,12.57,180.88,113,20,8/13
K1W7_BEL_FS9-13_Gap0.14_Fav0.40_fast_midlate,9-13,0.14,0.4,fast,midlate,203,75,37.87,36.95,447.8,30.6,71.59,167,36,8/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.33_fast_late,11-12,0.12,0.33,fast,late,97,28,37.78,28.87,572.75,5.11,191.48,80,17,6/13
K1W7_BEL_FS11-13_Gap0.15_Fav0.30_fast_late,11-13,0.15,0.3,fast,late,109,29,37.77,26.61,621.4,11.8,160.8,90,19,6/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.00_all_midlate,11-14,0.15,0.0,all,midlate,226,50,37.7,22.12,746.88,21.43,115.72,187,39,8/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.35_all_late,11-12,0.1,0.35,all,late,104,30,37.65,28.85,572.63,-8.73,259.25,86,18,6/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.35_all_late,11-12,0.12,0.35,all,late,104,30,37.65,28.85,572.63,-8.73,259.25,86,18,6/13
K1W7_BEL_FS11-12_Gap0.14_Fav0.35_all_late,11-12,0.14,0.35,all,late,104,30,37.65,28.85,572.63,-8.73,259.25,86,18,6/13
K1W7_BEL_FS10-13_Gap0.22_Fav0.40_all_late,10-13,0.22,0.4,all,late,83,29,37.55,34.94,472.4,-1.55,322.92,73,10,6/13
K1W7_BEL_FS10-13_Gap0.10_Fav0.37_fast_late,10-13,0.1,0.37,fast,late,103,35,37.51,33.98,485.61,2.38,228.55,87,16,7/13
K1W7_BEL_FS10-14_Gap0.12_Fav0.37_fast_late,10-14,0.12,0.37,fast,late,103,35,37.51,33.98,485.61,1.21,250.46,88,15,7/13
K1W7_BEL_FS10-14_Gap0.14_Fav0.37_fast_late,10-14,0.14,0.37,fast,late,103,35,37.51,33.98,485.61,1.21,250.46,88,15,7/13
K1W7_BEL_FS10-13_Gap0.20_Fav0.00_fast_all,10-13,0.2,0.0,fast,all,225,69,37.5,30.67,538.03,30.59,67.59,183,42,8/13
K1W7_BEL_FS10-13_Gap0.20_Fav0.30_fast_all,10-13,0.2,0.3,fast,all,225,69,37.5,30.67,538.03,30.59,67.59,183,42,8/13
K1W7_BEL_FS11-14_Gap0.25_Fav0.42_all_midlate,11-14,0.25,0.42,all,midlate,62,18,37.42,29.03,568.01,-12.71,375.8,54,8,5/12
K1W7_BEL_FS10-12_Gap0.25_Fav0.40_all_midlate,10-12,0.25,0.4,all,midlate,129,45,37.41,34.88,472.7,15.2,194.29,113,16,7/13
K1W7_BEL_FS9-13_Gap0.15_Fav0.40_fast_midlate,9-13,0.15,0.4,fast,midlate,201,73,37.38,36.32,453.92,29.91,71.59,165,36,8/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.33_fast_late,10-12,0.2,0.33,fast,late,103,36,37.32,34.95,471.48,4.65,202.63,86,17,7/13
K1W7_BEL_FS10-11_Gap0.05_Fav0.37_all_late,10-11,0.05,0.37,all,late,92,32,37.3,34.78,473.7,-3.19,215.94,75,17,7/13
K1W7_BEL_FS10-11_Gap0.08_Fav0.37_all_late,10-11,0.08,0.37,all,late,92,32,37.3,34.78,473.7,-3.19,215.94,75,17,7/13
K1W7_BEL_FS9-13_Gap0.22_Fav0.35_fast_midlate,9-13,0.22,0.35,fast,midlate,226,75,37.24,33.19,496.25,35.48,44.71,183,43,9/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.40_all_late,10-12,0.05,0.4,all,late,86,31,37.21,36.05,456.78,-2.12,336.08,76,10,6/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.40_all_late,10-12,0.08,0.4,all,late,86,31,37.21,36.05,456.78,-2.12,336.08,76,10,6/13
K1W7_BEL_FS10-12_Gap0.10_Fav0.40_all_late,10-12,0.1,0.4,all,late,86,31,37.21,36.05,456.78,-2.12,336.08,76,10,6/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.40_all_late,10-12,0.12,0.4,all,late,86,31,37.21,36.05,456.78,-2.12,336.08,76,10,6/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.40_all_late,10-12,0.14,0.4,all,late,86,31,37.21,36.05,456.78,-2.12,336.08,76,10,6/13
K1W7_BEL_FS10-12_Gap0.15_Fav0.40_all_late,10-12,0.15,0.4,all,late,86,31,37.21,36.05,456.78,-2.12,336.08,76,10,6/13
K1W7_BEL_FS10-13_Gap0.18_Fav0.40_all_late,10-13,0.18,0.4,all,late,86,31,37.21,36.05,456.78,-0.81,296.44,75,11,6/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.40_all_late,10-14,0.2,0.4,all,late,86,31,37.21,36.05,456.78,-0.81,296.44,75,11,6/13
K1W7_BEL_FS9-13_Gap0.05_Fav0.40_fast_midlate,9-13,0.05,0.4,fast,midlate,204,75,37.19,36.76,447.8,29.82,71.59,168,36,8/13
K1W7_BEL_FS9-13_Gap0.08_Fav0.40_fast_midlate,9-13,0.08,0.4,fast,midlate,204,75,37.19,36.76,447.8,29.82,71.59,168,36,8/13
K1W7_BEL_FS9-13_Gap0.10_Fav0.40_fast_midlate,9-13,0.1,0.4,fast,midlate,204,75,37.19,36.76,447.8,29.82,71.59,168,36,8/13
K1W7_BEL_FS9-13_Gap0.12_Fav0.40_fast_midlate,9-13,0.12,0.4,fast,midlate,204,75,37.19,36.76,447.8,29.82,71.59,168,36,8/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.00_all_late,10-14,0.25,0.0,all,late,83,29,37.02,34.94,470.59,-0.79,284.47,72,11,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.30_all_late,10-14,0.25,0.3,all,late,83,29,37.02,34.94,470.59,-0.79,284.47,72,11,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.33_all_late,10-14,0.25,0.33,all,late,83,29,37.02,34.94,470.59,-0.79,284.47,72,11,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.35_all_late,10-14,0.25,0.35,all,late,83,29,37.02,34.94,470.59,-0.79,284.47,72,11,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.37_all_late,10-14,0.25,0.37,all,late,83,29,37.02,34.94,470.59,-0.79,284.47,72,11,6/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.33_all_midlate,10-12,0.2,0.33,all,midlate,222,67,36.93,30.18,544.46,26.46,87.64,184,38,9/13
K1W7_BEL_FS11-14_Gap0.10_Fav0.30_fast_midlate,11-14,0.1,0.3,fast,midlate,200,46,36.93,23.0,714.42,26.92,82.54,164,36,8/13
K1W7_BEL_FS10-14_Gap0.18_Fav0.37_all_midlate,10-14,0.18,0.37,all,midlate,207,64,36.9,30.92,531.35,26.11,89.96,172,35,8/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.00_fast_all,10-14,0.2,0.0,fast,all,226,69,36.89,30.53,538.03,29.88,67.59,184,42,8/13
K1W7_BEL_FS10-14_Gap0.20_Fav0.30_fast_all,10-14,0.2,0.3,fast,all,226,69,36.89,30.53,538.03,29.88,67.59,184,42,8/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.37_all_late,11-12,0.1,0.37,all,late,79,25,36.89,31.65,519.1,-9.61,272.99,66,13,5/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.37_all_late,11-12,0.12,0.37,all,late,79,25,36.89,31.65,519.1,-9.61,272.99,66,13,5/13
K1W7_BEL_FS11-12_Gap0.14_Fav0.37_all_late,11-12,0.14,0.37,all,late,79,25,36.89,31.65,519.1,-9.61,272.99,66,13,5/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.37_all_late,11-14,0.15,0.37,all,late,79,25,36.89,31.65,519.1,-8.22,246.35,65,14,5/13
K1W7_BEL_FS10-14_Gap0.18_Fav0.00_all_late,10-14,0.18,0.0,all,late,178,53,36.85,29.78,551.55,10.62,156.53,146,32,8/13
K1W7_BEL_FS10-14_Gap0.12_Fav0.35_fast_late,10-14,0.12,0.35,fast,late,134,42,36.85,31.34,523.95,11.58,180.88,114,20,8/13
K1W7_BEL_FS10-14_Gap0.14_Fav0.35_fast_late,10-14,0.14,0.35,fast,late,134,42,36.85,31.34,523.95,11.58,180.88,114,20,8/13
K1W7_BEL_FS10-13_Gap0.10_Fav0.35_fast_late,10-13,0.1,0.35,fast,late,135,43,36.8,31.85,515.39,12.72,167.51,114,21,8/13
K1W7_BEL_FS9-12_Gap0.18_Fav0.40_fast_midlate,9-12,0.18,0.4,fast,midlate,194,70,36.79,36.08,454.94,28.06,76.5,159,35,8/13
K1W7_BEL_FS9-13_Gap0.22_Fav0.40_fast_midlate,9-13,0.22,0.4,fast,midlate,189,67,36.77,35.45,462.98,28.6,72.73,154,35,8/13
K1W7_BEL_FS10-12_Gap0.12_Fav0.35_fast_midlate,10-12,0.12,0.35,fast,midlate,207,61,36.73,29.47,556.79,23.95,109.3,176,31,9/13
K1W7_BEL_FS10-12_Gap0.14_Fav0.35_fast_midlate,10-12,0.14,0.35,fast,midlate,207,61,36.73,29.47,556.79,23.95,109.3,176,31,9/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.00_fast_late,10-12,0.18,0.0,fast,late,134,44,36.66,32.84,499.42,10.51,169.76,112,22,8/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.30_fast_late,10-12,0.18,0.3,fast,late,134,44,36.66,32.84,499.42,10.51,169.76,112,22,8/13
K1W7_BEL_FS11-13_Gap0.15_Fav0.30_all_all,11-13,0.15,0.3,all,all,256,62,36.65,24.22,677.08,23.11,98.48,210,46,8/13
K1W7_BEL_FS10-12_Gap0.10_Fav0.35_fast_midlate,10-12,0.1,0.35,fast,midlate,210,63,36.64,30.0,546.54,24.75,102.76,178,32,9/13
K1W7_BEL_FS10-12_Gap0.22_Fav0.37_all_late,10-12,0.22,0.37,all,late,101,33,36.61,32.67,501.74,4.47,236.37,87,14,7/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.35_fast_all,10-12,0.18,0.35,fast,all,229,73,36.57,31.88,514.12,28.88,72.95,189,40,8/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.00_all_midlate,10-14,0.25,0.0,all,midlate,142,47,36.55,33.1,495.08,19.37,147.82,123,19,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.30_all_midlate,10-14,0.25,0.3,all,midlate,142,47,36.55,33.1,495.08,19.37,147.82,123,19,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.33_all_midlate,10-14,0.25,0.33,all,midlate,142,47,36.55,33.1,495.08,19.37,147.82,123,19,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.35_all_midlate,10-14,0.25,0.35,all,midlate,142,47,36.55,33.1,495.08,19.37,147.82,123,19,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.37_all_midlate,10-14,0.25,0.37,all,midlate,142,47,36.55,33.1,495.08,19.37,147.82,123,19,6/13
K1W7_BEL_FS11-14_Gap0.15_Fav0.30_fast_late,11-14,0.15,0.3,fast,late,110,29,36.52,26.36,621.4,10.57,160.8,91,19,6/13
K1W7_BEL_FS10-14_Gap0.25_Fav0.42_fast_midlate,10-14,0.25,0.42,fast,midlate,92,31,36.47,33.7,486.0,1.12,233.4,78,14,7/13
K1W7_BEL_FS11-12_Gap0.10_Fav0.33_fast_late,11-12,0.1,0.33,fast,late,98,28,36.37,28.57,572.75,5.11,175.29,80,18,6/13
K1W7_BEL_FS11-12_Gap0.05_Fav0.35_all_late,11-12,0.05,0.35,all,late,105,30,36.34,28.57,572.63,-8.73,240.34,86,19,6/13
K1W7_BEL_FS11-12_Gap0.08_Fav0.35_all_late,11-12,0.08,0.35,all,late,105,30,36.34,28.57,572.63,-8.73,240.34,86,19,6/13
K1W7_BEL_FS11-12_Gap0.12_Fav0.30_fast_midlate,11-12,0.12,0.3,fast,midlate,184,42,36.19,22.83,715.96,20.83,111.99,153,31,9/13
K1W7_BEL_FS10-12_Gap0.05_Fav0.37_fast_late,10-12,0.05,0.37,fast,late,104,35,36.19,33.65,485.61,1.21,228.55,88,16,7/13
K1W7_BEL_FS10-12_Gap0.08_Fav0.37_fast_late,10-12,0.08,0.37,fast,late,104,35,36.19,33.65,485.61,1.21,228.55,88,16,7/13
K1W7_BEL_FS10-14_Gap0.10_Fav0.37_fast_late,10-14,0.1,0.37,fast,late,104,35,36.19,33.65,485.61,1.21,228.55,88,16,7/13
K1W7_BEL_FS10-11_Gap0.20_Fav0.33_all_late,10-11,0.2,0.33,all,late,91,32,36.18,35.16,464.71,-3.24,235.9,76,15,7/13
K1W7_BEL_FS9-12_Gap0.22_Fav0.37_fast_midlate,9-12,0.22,0.37,fast,midlate,215,73,36.14,33.95,481.17,32.23,53.27,175,40,8/13
K1W7_BEL_FS10-14_Gap0.18_Fav0.00_all_midlate,10-14,0.18,0.0,all,midlate,288,80,36.13,27.78,588.09,24.96,86.82,236,52,9/13
K1W7_BEL_FS9-13_Gap0.20_Fav0.40_fast_midlate,9-13,0.2,0.4,fast,midlate,193,69,35.92,35.75,456.23,27.75,71.59,157,36,8/13
K1W7_BEL_FS10-14_Gap0.22_Fav0.40_all_late,10-14,0.22,0.4,all,late,84,29,35.91,34.52,472.4,-2.88,322.92,74,10,6/13
K1W7_BEL_FS10-12_Gap0.18_Fav0.33_all_midlate,10-12,0.18,0.33,all,midlate,266,77,35.85,28.95,563.15,21.2,102.38,218,48,9/13
K1W7_BEL_FS10-11_Gap0.22_Fav0.37_fast_midlate,10-11,0.22,0.37,fast,midlate,98,34,35.85,34.69,469.88,-1.04,239.99,83,15,8/13
K1W7_BEL_FS10-14_Gap0.10_Fav0.35_fast_late,10-14,0.1,0.35,fast,late,136,43,35.8,31.62,515.39,11.74,167.51,115,21,8/13
K1W7_BEL_FS11-12_Gap0.15_Fav0.00_all_midlate,11-12,0.15,0.0,all,midlate,217,49,35.79,22.58,721.65,17.62,121.39,179,38,8/13
K1W7_BEL_FS11-13_Gap0.14_Fav0.30_fast_all,11-13,0.14,0.3,fast,all,211,50,35.72,23.7,687.31,25.45,85.68,175,36,9/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.00_all_midlate,10-12,0.2,0.0,all,midlate,224,67,35.71,29.91,544.46,25.1,87.64,186,38,9/13
K1W7_BEL_FS10-12_Gap0.20_Fav0.30_all_midlate,10-12,0.2,0.3,all,midlate,224,67,35.71,29.91,544.46,25.1,87.64,186,38,9/13
K1W7_BEL_FS11-12_Gap0.20_Fav0.35_all_late,11-12,0.2,0.35,all,late,79,25,35.67,31.65,514.46,-9.61,265.56,66,13,5/13
K1W7_BEL_FS10-13_Gap0.05_Fav0.40_all_late,10-13,0.05,0.4,all,late,87,31,35.63,35.63,456.78,-2.12,296.44,76,11,6/13
K1W7_BEL_FS10-13_Gap0.08_Fav0.40_all_late,10-13,0.08,0.4,all,late,87,31,35.63,35.63,456.78,-2.12,296.44,76,11,6/13
K1W7_BEL_FS10-13_Gap0.10_Fav0.40_all_late,10-13,0.1,0.4,all,late,87,31,35.63,35.63,456.78,-2.12,296.44,76,11,6/13
K1W7_BEL_FS10-13_Gap0.12_Fav0.40_all_late,10-13,0.12,0.4,all,late,87,31,35.63,35.63,456.78,-2.12,296.44,76,11,6/13
